adar1,jaccard1,jaccard2,jaccard3,cosine1,cosine2,cosine3,knn1,knn2,knn3,knn4,common_neighbors1,common_neighbors2,common_neighbors3
2.098077733,0.00027002,0.116258479,0.214985983,9.64E-06,0.008501361,4.93E-06,0.003427614,0.185695338,0.189122952,0.000636492,23,8.440398985,25680.64286
3.595857856,0.000434349,0.064290298,0.104592894,9.05E-06,0.004041827,3.32E-06,0.003427614,0.142857143,0.146284756,0.000489659,37,6.7353964,11958
0,0,0.077573483,1,0,0.077573483,1.17E-05,0.003427614,0.707106781,0.710534395,0.002423689,0,1,85174
1.333283778,0.000164366,0.074261009,0.20248434,1.03E-05,0.009368524,5.13E-06,0.003427614,0.242535625,0.245963239,0.000831318,14,4.256626251,22664.75
0.544874675,0.002633889,0.050727397,0.029996108,4.98E-05,0.003783251,1.58E-05,0.021195195,0.134839972,0.156035168,0.00285796,6,8.21258427,340.037037
0,0,0.082080856,0.272343857,0,0.026503414,4.05E-05,0.012398706,0.447213595,0.459612301,0.00554487,0,2.509225092,4202.75
1.304674939,0.006065858,0.062803919,0.020937894,6.82E-05,0.002971646,1.22E-05,0.021195195,0.103695169,0.124890365,0.002197839,14,13.43685393,326.5108696
8.726116208,0.025589226,0.473713144,0.333396619,0.000243871,0.005976393,0.000132584,0.018524872,0.096673649,0.115198521,0.001790867,76,73.50944044,2032.141509
3.621306039,0.000446104,0.120713848,0.173880143,9.70E-06,0.006448868,4.72E-06,0.003427614,0.145864991,0.149292605,0.000499969,38,11.25083416,20837.52174
0.479744116,0.037037037,0.094656063,0.178930385,0.006410256,0.051667278,0.002313045,0.113227703,0.377964473,0.491192176,0.042796049,3,1.74025974,23
0,0,0.077573483,1,0,0.077573483,1.17E-05,0.003427614,0.707106781,0.710534395,0.002423689,0,1,85174
396.2349324,0.020440198,0.004112468,0.066908974,4.65E-06,9.18E-05,3.23E-06,0.003427614,0.072357461,0.075785074,0.000248013,1797,21.57808168,8085.078947
1.945761397,0.000246543,0.092638766,0.191562588,9.86E-06,0.008007173,5.06E-06,0.003427614,0.196116135,0.199543749,0.00067221,21,6.448681799,21974.52
2.771505264,0.00295082,0.067574177,0.074161365,6.29E-05,0.003179474,1.21E-05,0.010466758,0.144337567,0.154804325,0.001510746,27,11.57291553,2248.93617
0,0,0.203775513,1,0,0.203775513,0.001121076,0.033883707,0.707106781,0.740990489,0.023959399,0,1,892
8.286732554,0.000986008,0.105120045,0.121864145,9.67E-06,0.003801151,4.65E-06,0.003427614,0.098532928,0.101960541,0.000337733,84,16.60995582,13875.14706
8.7021399,0.009514542,0.122283447,0.057671624,4.66E-05,0.001907271,1.11E-05,0.010466758,0.069337525,0.079804283,0.000725739,88,43.00449217,1897.821256
0.359524063,0.002057613,0.043597748,0.107785689,0.000206398,0.008886376,5.59E-05,0.022857516,0.301511345,0.324368861,0.0068918,4,3.4072138,663.5
4.467700971,0.000551747,0.123016414,0.166642496,9.68E-06,0.005743573,4.99E-06,0.003427614,0.131306433,0.134734046,0.000450068,47,13.09301424,19569.01754
0,0,0.110587518,0.255825959,0,0.071233403,0.001583648,0.078326045,0.447213595,0.52553964,0.035028472,0,1.203703704,48.75
3.257067931,0.014450867,0.034548325,0.038915697,0.000139028,0.001108612,3.05E-05,0.022411162,0.095782629,0.11819379,0.0021466,30,15.00301508,278.1759259
0.149402606,0.003496503,0.032398828,0.049257425,0.000171527,0.006646642,0.000189899,0.062257281,0.208514414,0.270771695,0.01298154,1,2.474708171,32.36363636
8.100027735,0.000985834,0.095370878,0.105540314,8.43E-06,0.003190577,4.05E-06,0.003427614,0.092057462,0.095485075,0.000315537,84,17.00719019,12389.74359
4.022386119,0.018867925,0.022772435,0.02596977,4.74E-05,0.000219306,9.25E-05,0.035158128,0.036760731,0.071918859,0.001292438,29,41.00371287,46.46008119
0.090699982,0.000109493,0.032283954,0.264821661,2.74E-05,0.013810331,3.00E-05,0.010466758,0.447213595,0.457680354,0.004680876,1,1.359482853,3103.5
8.68263893,0.024715447,0.328173527,0.170551505,0.000122513,0.003350944,6.89E-05,0.018524872,0.068680282,0.087205154,0.001272293,76,86.53038105,1204.436019
13.7699083,0.001607378,0.090510364,0.086328589,8.25E-06,0.002504716,3.91E-06,0.003427614,0.071428571,0.074856185,0.00024483,137,23.13254852,10111.1641
0.386379433,0.000534902,0.042336239,0.11217179,3.83E-05,0.009904943,1.83E-05,0.011570943,0.25819889,0.269769833,0.002987605,4,2.959426888,1578.642857
1.04507055,0.001622898,0.117895031,0.045335492,3.47E-05,0.005743447,8.62E-06,0.012398706,0.144337567,0.156736273,0.001789599,11,12.06196187,1712.574468
0.79909112,0.001175952,0.041823243,0.028710027,1.72E-05,0.002153641,6.18E-06,0.012398706,0.119522861,0.131921567,0.001481929,8,6.510147601,640.5942029
0.598963383,0.016736402,0.043283683,0.052773874,0.000822707,0.009550923,0.000249383,0.069171446,0.208514414,0.27768586,0.014423244,4,2.125,23.18181818
2.195775646,0.00027001,0.080786166,0.153648068,8.71E-06,0.006255224,4.80E-06,0.003427614,0.176776695,0.180204309,0.000605922,23,6.482788195,17816.09677
0,0,0.119365546,1,0,0.119365546,0.00044843,0.021195195,0.707106781,0.728301976,0.014987266,0,1,2230
7.915147673,0.022779795,0.341590945,0.211843957,0.00014854,0.003920628,8.34E-05,0.018524872,0.079305159,0.097830031,0.001469118,69,74.52214212,1384.531646
0.226869146,0.00029634,0.029125334,0.119395543,3.30E-05,0.00679122,2.51E-05,0.012398706,0.316227766,0.328626472,0.003920815,2,1.198339483,917.2222222
0,0,0.047554875,0.03612992,0,0.008189399,0.000511395,0.130188911,0.182574186,0.312763097,0.023769134,0,2.827586207,7.137931034
1.495864283,0.000187844,0.088066044,0.217836744,9.89E-06,0.009154775,5.32E-06,0.003427614,0.223606798,0.227034411,0.000766438,16,5.422799474,24313.10526
0.188561664,0.006896552,0.045214885,0.109302177,0.000735294,0.012698557,0.000844375,0.098058068,0.301511345,0.399569412,0.02956562,1,1.582524272,23.7
42.99668621,0.003972498,0.008454324,0.016434828,3.65E-06,7.37E-06,2.39E-05,0.030192334,0.031053505,0.061245839,0.000937578,260,828.4105839,102.7374517
2.273959035,0.00028176,0.100950781,0.187607254,9.72E-06,0.007577117,5.16E-06,0.003427614,0.182574186,0.186001799,0.000625794,24,7.509951126,22062.62069
1.467465294,0.001750739,0.08427997,0.092731966,7.01E-05,0.005798934,1.16E-05,0.010466758,0.196116135,0.206582893,0.0020527,16,10.4119645,3803.6
3.273948827,0.000375627,0.052788362,0.087397519,7.67E-06,0.003523893,3.92E-06,0.003427614,0.141421356,0.14484897,0.000484738,32,5.595704685,9732.44898
0.809646893,0.000105661,0.080212253,0.242843964,8.13E-06,0.011294229,5.23E-06,0.003427614,0.267261242,0.270688855,0.000916068,9,4.196426054,27498.69231
8.174841505,0.001009212,0.107148394,0.108289531,7.95E-06,0.003416376,3.98E-06,0.003427614,0.088388348,0.091815961,0.000302961,86,19.64561305,13183.96063
0.572795258,0.007537688,0.056773829,0.036002247,0.000229779,0.005953027,4.93E-05,0.036249972,0.169030851,0.205280823,0.006127364,6,7.572368421,171.2058824
0,0,0.107521604,1,0,0.107521604,0.000302572,0.017614481,0.707106781,0.724721262,0.012455319,0,1,3305
0.098495321,0.001766784,0.017745521,0.207445184,0.000355872,0.004947953,0.000373412,0.042717883,0.40824829,0.450966173,0.017439503,1,2.010968921,228
6.27166576,0.000763,0.120303372,0.136490657,9.42E-06,0.0046255,4.40E-06,0.003427614,0.110431526,0.11385914,0.000378517,65,15.87535833,16700.30864
0.086732718,0.000443262,0.029676586,0.044694487,1.66E-05,0.005197876,2.13E-05,0.021195195,0.188982237,0.210177432,0.004005515,1,3.235505618,268.2592593
1.032249751,0.007601935,0.041584191,0.034038843,0.000214877,0.008516151,2.57E-05,0.026509257,0.164398987,0.190908244,0.004358095,11,4.685654008,185.0833333
0.910065633,0.000105641,0.039216415,0.077963744,3.64E-06,0.004068347,2.26E-06,0.003427614,0.182574186,0.186001799,0.000625794,9,2.999765027,8816
0,0,0.357142864,1,0,0.357142864,0.000252781,0.01591316,0.707106781,0.723019941,0.011252303,0,1,3956
0.787508776,0.007936508,0.048886212,0.09225583,0.000475919,0.011508978,0.000214556,0.040291148,0.23570226,0.275993409,0.009496715,5,2.430894309,88.70588235
0,0,0.426341411,1,0,0.426341411,0.00120919,0.035007002,0.707106781,0.742113783,0.024753689,0,1,827
3.158389896,0.00039915,0.123309272,0.187319967,9.74E-06,0.006907415,4.92E-06,0.003427614,0.15430335,0.157730963,0.000528892,34,10.91383524,22679.29268
2.436058009,0.006871908,0.043565924,0.01183857,2.33E-05,0.001418093,5.83E-06,0.01735264,0.055727821,0.073080461,0.000967025,25,20.66114458,216.5950156
1.288514841,0.002064592,0.095225287,0.039316138,3.92E-05,0.004742778,7.23E-06,0.012398706,0.136082763,0.148481469,0.00168725,14,10.94803198,1387.867925
0,0,0.066568145,1,0,0.066568145,0.001218027,0.035158128,0.707106781,0.742264909,0.024860551,0,1,821
5.388364393,0.000657269,0.089347624,0.103665089,7.92E-06,0.003661074,3.68E-06,0.003427614,0.109108945,0.112536559,0.000373983,56,12.64255839,12982.14458
0.675274427,8.22E-05,0.051166939,0.177056129,6.32E-06,0.008464308,4.96E-06,0.003427614,0.267261242,0.270688855,0.000916068,7,2.700726068,17697.61538
2.867743244,0.000363914,0.109339785,0.164180338,8.67E-06,0.006147411,4.12E-06,0.003427614,0.15249857,0.155926184,0.000522706,31,9.94433479,20173.92857
35.50065233,0.001751825,0.002993215,0.008874855,2.36E-06,4.20E-06,3.00E-05,0.040756957,0.020133321,0.060890279,0.000820573,174,360.6339434,20.337794
0,0,0.15499509,0.334596994,0,0.100411571,0.001101745,0.057448499,0.5,0.557448499,0.028724249,0,1.440397351,146.3333333
0,0,0.034174937,0.02163856,0,0.009843643,2.63E-05,0.035007002,0.142857143,0.177864145,0.005001,0,2.8,49.875
1.327406261,0.01071723,0.058507014,0.017197297,0.000106774,0.001952781,1.80E-05,0.031357362,0.095346259,0.126703621,0.002989807,13,16.83661417,182.9724771
4.844774076,0.000610329,0.099122451,0.110453983,7.83E-06,0.004197337,3.00E-06,0.003427614,0.11250879,0.115936404,0.000385637,52,13.07405188,14285.44872
4.522235659,0.000563493,0.123760881,0.158930371,9.89E-06,0.005800927,4.44E-06,0.003427614,0.131306433,0.134734046,0.000450068,48,12.94391184,19347.63158
2.044943131,0.057251908,0.05066685,0.077850934,0.002024291,0.004910108,0.000415549,0.069504805,0.179605302,0.249110107,0.012483431,15,6.932038835,62.03333333
3.11988107,0.008558438,0.043118314,0.013984138,2.08E-05,0.000707124,6.54E-06,0.017614481,0.046274481,0.063888962,0.000815101,32,30.11266294,219.3197425
0.921639249,0.002707581,0.04115928,0.050283628,9.73E-05,0.005512634,1.88E-05,0.017614481,0.185695338,0.203309819,0.003270927,9,4.525760397,548.8214286
8.602786038,0.010661497,0.099534999,0.047468616,6.48E-05,0.001848073,9.77E-06,0.011142796,0.077382323,0.088525119,0.000862255,88,31.7584751,1560.891566
0.095565853,1.17E-05,0.031996574,0.106949191,1.07E-06,0.007448777,2.52E-06,0.003427614,0.288675135,0.292102748,0.000989467,1,1.213167912,9394.818182
0,0,0.059516882,0.502040447,0,0.038838144,6.45E-06,0.003427614,0.577350269,0.580777883,0.001978934,0,1.004229522,42767.5
3.729802145,0.000446104,0.111279484,0.166091342,9.70E-06,0.006011357,4.77E-06,0.003427614,0.145864991,0.149292605,0.000499969,38,10.50028197,19446.04348
7.793535209,0.022862823,0.373968695,0.219826221,0.000159656,0.004293745,8.60E-05,0.018524872,0.082199494,0.100724366,0.001522735,69,76.47476828,1526.85034
0.455072114,5.87E-05,0.077043935,0.32097651,8.39E-06,0.017894003,6.02E-06,0.003427614,0.353553391,0.356981004,0.001211844,5,2.927287467,35620.28571
0.264138075,0.001322751,0.015130255,0.004752012,7.03E-06,0.000205831,3.21E-05,0.068041382,0.032325409,0.100366791,0.002199466,2,28.79069767,6.076359833
1.00632381,0.002710027,0.035159994,0.061328092,0.000108926,0.005615603,2.46E-05,0.017614481,0.196116135,0.213730616,0.003454484,9,3.524208566,482.16
5.777993212,0.0071394,0.086078783,0.043082927,4.91E-05,0.001740423,8.44E-06,0.011142796,0.082199494,0.09334229,0.000915932,59,25.6073513,1419.319728
0.192762808,0.000991572,0.023027859,0.065546175,4.77E-05,0.003381041,3.66E-05,0.022411162,0.213200716,0.235611878,0.004778076,2,3.527638191,336.0952381
6.94289477,0.00084516,0.121364657,0.136152639,9.50E-06,0.004531237,4.46E-06,0.003427614,0.105409255,0.108836869,0.000361302,72,17.01172518,16286.31461
3.257585625,0.004678363,0.094683695,0.028225125,3.65E-05,0.002936849,6.77E-06,0.012398706,0.087370406,0.099769111,0.00108328,32,19.52844403,1017.707692
0,0,0.18525952,0.334183777,0,0.143880381,0.000241385,0.029012943,0.5,0.529012943,0.014506471,0,1.046335299,487.6666667
5.310221899,0.000657354,0.1276906,0.14804728,9.13E-06,0.005246319,4.40E-06,0.003427614,0.117041147,0.120468761,0.000401172,56,15.28170967,18083.69444
7.047395864,0.00084511,0.108796954,0.121996293,8.99E-06,0.004037945,4.28E-06,0.003427614,0.102597835,0.106025449,0.000351666,72,16.15483575,14644.21277
7.190144901,0.000856878,0.111799784,0.125937546,9.32E-06,0.004202387,4.48E-06,0.003427614,0.103695169,0.107122783,0.000355427,73,16.17510221,14980.16304
0.834579857,0.001329198,0.11493578,0.052554482,3.51E-05,0.006213555,8.54E-06,0.012398706,0.160128154,0.172526859,0.001985382,9,10.52521525,1843.236842
572.9675241,0.032628931,0.004661832,0.048680971,5.35E-06,8.81E-05,3.51E-06,0.003427614,0.048056933,0.051484547,0.000164721,2892,34.52644626,5452.733796
2.564263282,0.000316987,0.105518426,0.193287174,1.06E-05,0.007667618,5.32E-06,0.003427614,0.179605302,0.183032916,0.000615618,27,7.917759293,22482.3
42.83385894,0.080769231,0.011475482,0.043785652,0.000161593,0.000388633,4.97E-05,0.026162238,0.124034735,0.150196973,0.003245026,168,14.51506849,191.84375
2.412717051,0.000305247,0.110105422,0.206039226,1.05E-05,0.007974314,4.81E-06,0.003427614,0.182574186,0.186001799,0.000625794,26,8.299767376,24382.82759
3.868340301,0.000493062,0.111293938,0.147404601,9.86E-06,0.00587362,3.96E-06,0.003427614,0.140028008,0.143455622,0.000479962,42,11.00560412,18753.78
0.239848031,0.00862069,0.094168649,0.35397612,0.002886003,0.054988153,0.001556041,0.066666667,0.5,0.566666667,0.033333333,2,1.513392857,116.6666667
3.199484554,0.106951872,0.082000836,0.085128908,0.002700513,0.004635156,0.000707451,0.088045091,0.145864991,0.233910082,0.012842696,20,13.9140625,46.39130435
14.84914235,0.058536585,0.028718977,0.0333777,0.000137589,0.000331187,6.84E-05,0.030192334,0.045596075,0.075788409,0.001376652,96,44.25821168,95.825
0.377536941,0.001186944,0.046324165,0.042095751,3.74E-05,0.006486395,1.61E-05,0.01735264,0.174077656,0.191430296,0.003020707,4,3.896385542,411.96875
0.578938961,7.04E-05,0.055391688,0.187459008,6.40E-06,0.01021504,4.21E-06,0.003427614,0.288675135,0.292102748,0.000989467,6,2.632912731,20392.72727
0.615091333,0.00754717,0.052509018,0.038993374,0.000236742,0.00601348,5.67E-05,0.036249972,0.171498585,0.207748557,0.006216819,6,6.507894737,151.6666667
0.172656134,2.35E-05,0.068975055,0.474731685,7.83E-06,0.031953186,6.37E-06,0.003427614,0.5,0.503427614,0.001713807,2,1.790450679,50842
3.338769742,0.022279349,0.029246249,0.045372312,0.000306271,0.001597523,7.18E-05,0.031357362,0.113960576,0.145317939,0.003573503,26,8.526574803,137.1447368
3.919152558,0.000493039,0.127789529,0.170721884,9.13E-06,0.006096392,4.74E-06,0.003427614,0.134839972,0.138267586,0.000462179,42,13.02010198,20541.66667
8.558505784,0.024882313,0.465964845,0.329264829,0.000233056,0.005848198,0.000130258,0.018524872,0.095782629,0.114307501,0.001774361,74,73.44146928,1992.62963
3.041957994,0.000375679,0.111341357,0.176904229,1.02E-05,0.00687225,4.55E-06,0.003427614,0.162221421,0.165649035,0.000556032,32,9.349241036,21526.51351
0.43870927,0.005454545,0.015596888,0.022722155,7.69E-05,0.002648476,7.77E-05,0.048112522,0.109108945,0.157221468,0.005249507,3,3.09512761,19.85542169
6.238217904,0.108910891,0.065088476,0.228051863,0.00245975,0.004559155,0.002234988,0.079056942,0.25819889,0.337255831,0.020412415,22,6.679245283,59.64285714
0.343012031,0.006493506,0.019849627,0.022575249,8.47E-05,0.002150832,0.000212596,0.075592895,0.092847669,0.168440564,0.007018624,2,5.609195402,8.173913043
0.292852797,3.52E-05,0.046232674,0.21672834,5.03E-06,0.012819579,5.18E-06,0.003427614,0.353553391,0.356981004,0.001211844,3,1.663259552,20241.71429
0.434410233,4.70E-05,0.043808492,0.184169755,5.87E-06,0.011308278,4.58E-06,0.003427614,0.333333333,0.336760947,0.001142538,4,1.606078763,17101.125
0.45741167,5.87E-05,0.042886784,0.147062739,7.34E-06,0.011184172,2.42E-06,0.003427614,0.333333333,0.336760947,0.001142538,5,1.526998449,16264.375
1.937729243,0.000234786,0.069487866,0.141738381,7.83E-06,0.005657554,4.85E-06,0.003427614,0.179605302,0.183032916,0.000615618,20,5.619272522,15959.3
0.079917837,1.17E-05,0.061438515,0.508369291,5.87E-06,0.039726864,6.00E-06,0.003427614,0.577350269,0.580777883,0.001978934,1,1.068917712,45525.5
1.154225411,0.012145749,0.014073813,0.017218314,6.82E-05,0.000723525,7.10E-05,0.046829291,0.064549722,0.111379013,0.003022818,9,12.56043956,22.51464435
3.668710551,0.000469588,0.134081601,0.178060896,9.99E-06,0.006886265,4.21E-06,0.003427614,0.144337567,0.147765181,0.000494733,40,12.36198835,22408.34043
2.037780387,0.002405686,0.073322497,0.073606736,6.51E-05,0.00388984,9.82E-06,0.010466758,0.162221421,0.172688179,0.001697932,22,11.15722581,2753.918919
3.301085291,0.003816378,0.098394487,0.060610876,5.04E-05,0.002983418,1.03E-05,0.010466758,0.113960576,0.124427334,0.001192798,35,19.74865783,2373.026316
0,0,0.045446425,0.17861478,0,0.018669372,5.51E-05,0.017614481,0.377964473,0.395578954,0.006657648,0,1.553382992,863.3333333
0.17314936,0.003115265,0.038545576,0.039658112,9.14E-05,0.003334178,7.22E-05,0.040522045,0.164398987,0.204921032,0.006661783,2,8.578947368,144.8888889
4.559683278,0.000575212,0.133546642,0.165979454,9.43E-06,0.005899518,4.56E-06,0.003427614,0.127000127,0.130427741,0.000435307,49,14.45320504,20187.32787
2.910263363,0.000375662,0.0928777,0.131902535,9.16E-06,0.005912989,3.02E-06,0.003427614,0.15430335,0.157730963,0.000528892,32,8.288253677,17225.09756
5.478714948,0.027916965,0.023338651,0.024551757,7.72E-05,0.000235511,7.98E-05,0.035158128,0.042144975,0.077303103,0.001481738,39,38.01237624,53.96441281
2.180136731,0.000270023,0.091365994,0.178401546,1.00E-05,0.007442818,4.81E-06,0.003427614,0.188982237,0.19240985,0.000647758,23,6.616981531,20877.55556
1.265984916,0.001422008,0.048637456,0.083047612,5.70E-05,0.004003897,1.12E-05,0.010466758,0.196116135,0.206582893,0.0020527,13,6.672948395,2437.84
0.750488519,0.006188119,0.014878161,0.022799308,4.48E-05,0.000901391,0.000102102,0.040032038,0.075377836,0.115409875,0.003017528,5,8.886035313,32.57142857
0.578440329,0.048387097,0.173261735,0.27404904,0.01,0.063248043,0.00497712,0.15249857,0.40824829,0.560746861,0.062257281,3,2.119047619,23.6
0.288708001,0.001331558,0.0578107,0.048333191,5.17E-05,0.007301814,2.36E-05,0.021195195,0.19245009,0.213645285,0.004079017,3,5.727640449,492.2692308
1.52874611,0.028824834,0.030182346,0.022995581,0.000354581,0.001391288,7.75E-05,0.052631579,0.099014754,0.151646333,0.005211303,13,13.95,49.84158416
1.021441332,0.00098436,0.031336758,0.076371537,4.48E-05,0.003596044,1.41E-05,0.010466758,0.208514414,0.218981172,0.00218247,9,3.401227128,1411.909091
0,0,0.047780441,0.060782555,0,0.021718425,1.62E-05,0.01591316,0.23570226,0.251615421,0.003750768,0,1.186676798,276.2941176
0.227173384,0.000505433,0.272890266,0.398448755,0.00016852,0.156180514,0.000116318,0.01591316,0.5,0.51591316,0.00795658,2,1.586879433,2093
2.96199372,0.000363939,0.099470666,0.165812168,1.01E-05,0.006453973,4.50E-06,0.003427614,0.164398987,0.167826601,0.000563496,31,8.524707458,20176.80556
0.903189134,0.00010566,0.037763757,0.113836123,7.55E-06,0.006790493,2.65E-06,0.003427614,0.25819889,0.261626503,0.000885006,9,1.908548334,11620.35714
0.086732718,1.17E-05,0.06952163,0.610388126,5.87E-06,0.043546611,7.82E-06,0.003427614,0.577350269,0.580777883,0.001978934,1,1.39663518,59484
2.888495868,0.000352187,0.08863461,0.151082611,9.27E-06,0.005782165,5.15E-06,0.003427614,0.160128154,0.163555767,0.000548857,30,7.740718549,17354.26316
2.351587813,0.000305204,0.092803152,0.136334022,7.45E-06,0.00582373,3.37E-06,0.003427614,0.15430335,0.157730963,0.000528892,26,8.32468631,17300.5122
4.570998702,0.00056342,0.11832247,0.14370545,8.29E-06,0.00508661,4.19E-06,0.003427614,0.120385853,0.123813467,0.000412636,48,13.83367404,17332.61765
1.577406122,0.002356754,0.084719371,0.037840477,3.77E-05,0.003925782,7.16E-06,0.012398706,0.125,0.137398706,0.001549838,16,11.1897294,1201.666667
1.791114064,0.000211312,0.049855923,0.121793049,8.13E-06,0.0050451,4.56E-06,0.003427614,0.19245009,0.195877703,0.000659645,18,3.816697213,12509.53846
0.186577603,0.000296472,0.060611437,0.17982631,4.94E-05,0.01568782,2.69E-05,0.012398706,0.377964473,0.390363179,0.00468627,2,2.393142681,2699.166667
2.775570792,0.000352208,0.111723808,0.188875706,1.07E-05,0.007461349,4.92E-06,0.003427614,0.171498585,0.174926199,0.000587831,30,8.786232906,22683.12121
0.525599066,0.001779359,0.063825632,0.034178205,4.99E-05,0.006708385,1.12E-05,0.01735264,0.164398987,0.181751628,0.002852756,6,5.911144578,549.8888889
0.852059981,0.003966505,0.042064876,0.030160679,8.41E-05,0.003999019,1.61E-05,0.021195195,0.142857143,0.164052338,0.003027885,9,6.077303371,283.1041667
0.506383543,0.001974334,0.002649399,0.033995603,3.92E-06,0.000232971,3.91E-05,0.03304093,0.171498585,0.204539515,0.005666473,4,6.382513661,59.18181818
6.468218709,0.000786265,0.087630494,0.096291154,7.42E-06,0.003248572,3.61E-06,0.003427614,0.096673649,0.100101262,0.00033136,67,14.4438061,11613.19811
5.424643741,0.000657416,0.120495575,0.153150896,1.03E-05,0.005380503,4.63E-06,0.003427614,0.124034735,0.127462348,0.000425143,56,13.71778514,18262.14063
4.609362076,0.000575205,0.127917429,0.157992867,9.28E-06,0.005687605,4.25E-06,0.003427614,0.125988158,0.129415771,0.000431839,49,14.06398327,19326.66129
0.217023884,0.028169014,0.067129566,0.026458328,0.001550388,0.003405978,0.000887063,0.188982237,0.150755672,0.339737909,0.028490144,2,9.888888889,7.302325581
0.17326695,0.005524862,0.051634951,0.09152194,0.00042517,0.012819513,0.000664336,0.076923077,0.25819889,0.335121967,0.019861453,1,2.458333333,29.5
0,0,0.080871459,0.506813562,0,0.059007645,6.79E-05,0.011570943,0.577350269,0.588921213,0.006680487,0,1.191215854,4448
0.506174582,0.00338295,0.028707485,0.024197176,5.76E-05,0.005328618,2.47E-05,0.026509257,0.127000127,0.153509384,0.003366679,5,4.504922644,105.0163934
7.986832598,0.000950626,0.097483927,0.103977701,8.34E-06,0.00335544,3.96E-06,0.003427614,0.093250481,0.096678094,0.000319627,81,16.6756309,12465.5
